,Unnamed: 0,Unnamed: 0.1,time_point,area,aqi,quality,primary_pollutant,pm2_5,pm2_5_24h,pm10,pm10_24h,co,co_24h,no2,no2_24h,o3,o3_24h,o3_8h,o3_8h_24h,so2,so2_24h,province
0,0,0,2018-09-07T09:00:00Z,七台河,19.0,优,,10.0,9.0,18.0,25.0,0.3,0.3,11.0,16.0,31.0,85.0,22.0,27.0,6.0,6.0,黑龙江省
1,1,1,2018-09-07T09:00:00Z,三亚,32.0,优,,9.0,7.0,31.0,20.0,0.45,0.45,11.0,9.0,30.0,65.0,19.0,34.0,6.0,5.0,海南省
2,2,2,2018-09-07T09:00:00Z,三明,44.0,优,,26.0,24.0,43.0,38.0,1.1,1.325,20.0,19.0,37.0,136.0,37.0,55.0,18.0,14.0,福建省
3,3,3,2017-01-04T10:00:00Z,三沙,30.0,优,,7.0,6.0,20.0,23.0,0.3,1.2,30.0,40.0,51.0,45.0,58.0,58.0,6.0,49.0,海南省
4,4,4,2018-09-07T09:00:00Z,三门峡,43.0,优,,8.0,10.0,42.0,57.0,0.625,0.525,29.0,26.0,33.0,128.0,40.0,68.0,10.0,7.0,河南省
5,5,5,2018-09-07T09:00:00Z,上海,94.0,良,颗粒物(PM2.5),70.0,62.0,73.0,84.0,1.378,1.089,70.0,36.0,33.0,230.0,54.0,100.0,10.0,11.0,上海
6,6,6,2018-09-07T09:00:00Z,上饶,75.0,良,颗粒物(PM2.5),54.0,48.0,86.0,81.0,0.8,0.8,14.0,13.0,77.0,162.0,65.0,68.0,18.0,24.0,江西省
7,7,7,2018-09-07T09:00:00Z,东莞,66.0,良,颗粒物(PM2.5),47.0,33.0,62.0,49.0,0.8,0.6,51.0,36.0,28.0,208.0,17.0,44.0,12.0,8.0,广东省
8,8,8,2018-09-07T09:00:00Z,东营,56.0,良,颗粒物(PM10),23.0,13.0,60.0,57.0,0.525,0.375,32.0,22.0,54.0,150.0,41.0,48.0,18.0,13.0,山东省
9,9,9,2018-09-07T09:00:00Z,中卫,54.0,良,颗粒物(PM10),20.0,14.0,55.0,45.0,0.65,0.5,25.0,22.0,21.0,85.0,9.0,20.0,17.0,12.0,宁夏回族自治区
10,10,10,2018-09-07T09:00:00Z,中山,48.0,优,,29.0,16.0,47.0,27.0,0.85,0.675,22.0,13.0,54.0,116.0,41.0,65.0,8.0,4.0,广东省
11,11,11,2018-09-07T09:00:00Z,临夏州,60.0,良,颗粒物(PM10),25.0,24.0,67.0,61.0,1.05,0.7,18.0,14.0,19.0,114.0,27.0,56.0,16.0,18.0,甘肃省
12,12,12,2018-09-07T09:00:00Z,临安,46.0,优,,32.0,62.0,0.0,94.0,0.9,1.0,20.0,14.0,73.0,149.0,72.0,91.0,1.0,4.0,浙江省
13,13,13,2018-09-07T09:00:00Z,临汾,57.0,良,颗粒物(PM10),29.0,23.0,62.0,56.0,1.188,0.975,22.0,17.0,68.0,114.0,55.0,70.0,23.0,18.0,山西省
14,14,14,2018-09-07T09:00:00Z,临沂,70.0,良,颗粒物(PM10),17.0,22.0,88.0,74.0,0.675,0.55,31.0,28.0,51.0,180.0,39.0,80.0,19.0,14.0,山东省
15,15,15,2018-09-07T09:00:00Z,临沧,29.0,优,,8.0,10.0,28.0,21.0,0.95,0.75,10.0,9.0,9.0,55.0,7.0,12.0,11.0,8.0,云南省
16,16,16,2018-09-07T09:00:00Z,丹东,24.0,优,,10.0,15.0,22.0,34.0,0.75,0.75,17.0,13.0,44.0,170.0,46.0,61.0,11.0,10.0,辽宁省
17,17,17,2018-09-07T09:00:00Z,丽水,52.0,良,颗粒物(PM10),32.0,29.0,51.0,48.0,0.5670000000000001,0.5329999999999999,17.0,13.0,49.0,116.0,30.0,44.0,8.0,5.0,浙江省
18,18,18,2018-09-07T09:00:00Z,丽江,26.0,优,,17.0,15.0,25.0,23.0,0.867,0.733,18.0,13.0,14.0,56.0,14.0,17.0,11.0,11.0,云南省
19,19,19,2018-09-07T09:00:00Z,义乌,71.0,良,臭氧8小时,24.0,53.0,35.0,88.0,0.7,0.85,12.0,19.0,106.0,165.0,123.0,150.0,3.0,13.0,浙江省
20,20,20,2018-09-07T09:00:00Z,乌兰察布,28.0,优,,10.0,10.0,12.0,16.0,0.25,0.2,6.0,7.0,63.0,88.0,54.0,55.0,10.0,12.0,内蒙古自治区
21,21,21,2018-09-07T09:00:00Z,乌海,50.0,优,颗粒物(PM10),23.0,14.0,49.0,35.0,1.067,0.5670000000000001,24.0,15.0,33.0,65.0,14.0,20.0,20.0,6.0,内蒙古自治区
22,22,22,2018-09-07T09:00:00Z,乌鲁木齐,93.0,良,颗粒物(PM10),44.0,29.0,133.0,96.0,1.35,0.943,65.0,49.0,16.0,127.0,19.0,21.0,13.0,12.0,新疆维吾尔自治区
23,23,23,2018-09-07T09:00:00Z,乐山,51.0,良,颗粒物(PM10),24.0,23.0,50.0,42.0,0.82,0.74,28.0,37.0,32.0,85.0,21.0,24.0,8.0,8.0,四川省
24,24,24,2018-09-07T09:00:00Z,九江,60.0,良,颗粒物(PM10),35.0,52.0,67.0,80.0,0.888,0.888,22.0,20.0,61.0,205.0,61.0,75.0,18.0,15.0,江西省
25,25,25,2018-09-07T09:00:00Z,乳山,36.0,优,,15.0,23.0,35.0,51.0,0.55,0.75,22.0,25.0,69.0,241.0,62.0,80.0,8.0,10.0,山东省
26,26,26,2018-09-07T09:00:00Z,云浮,42.0,优,,29.0,26.0,39.0,43.0,0.9,0.667,30.0,24.0,23.0,96.0,16.0,33.0,12.0,8.0,广东省
27,27,27,2018-09-07T09:00:00Z,五家渠,73.0,良,颗粒物(PM10),28.0,23.0,94.0,78.0,1.0,0.8,58.0,40.0,6.0,98.0,12.0,38.0,10.0,15.0,新疆维吾尔自治区
28,28,28,2018-09-07T09:00:00Z,亳州,41.0,优,,10.0,21.0,40.0,54.0,0.5,0.8,12.0,15.0,47.0,150.0,61.0,97.0,13.0,11.0,安徽省
29,29,29,2018-09-07T09:00:00Z,伊春,16.0,优,,10.0,9.0,15.0,18.0,0.16699999999999998,0.16699999999999998,7.0,6.0,37.0,37.0,18.0,18.0,3.0,3.0,黑龙江省
30,30,30,2018-07-18T18:00:00Z,伊犁哈萨克,0.0,优,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,新疆维吾尔自治区
31,31,31,2018-09-07T09:00:00Z,伊犁哈萨克州,87.0,良,颗粒物(PM10),38.0,35.0,121.0,85.0,1.5,1.033,39.0,35.0,9.0,118.0,18.0,25.0,10.0,10.0,新疆维吾尔自治区
32,32,32,2018-09-07T09:00:00Z,佛山,58.0,良,颗粒物(PM10),39.0,30.0,64.0,51.0,0.825,0.687,48.0,36.0,36.0,234.0,24.0,55.0,20.0,9.0,广东省
33,33,33,2018-09-07T09:00:00Z,佳木斯,19.0,优,,7.0,5.0,18.0,14.0,0.36,0.34,6.0,8.0,24.0,49.0,13.0,16.0,3.0,3.0,黑龙江省
34,34,34,2018-09-07T09:00:00Z,保定,31.0,优,,8.0,13.0,30.0,39.0,0.267,0.217,20.0,19.0,46.0,101.0,30.0,31.0,5.0,4.0,河北省
35,35,35,2018-09-07T09:00:00Z,保山,25.0,优,,9.0,7.0,24.0,21.0,0.6,0.4,15.0,8.0,8.0,52.0,6.0,16.0,6.0,4.0,云南省
36,36,36,2018-09-07T09:00:00Z,信阳,55.0,良,颗粒物(PM10),19.0,19.0,58.0,43.0,0.275,0.4,17.0,16.0,59.0,128.0,64.0,72.0,9.0,7.0,河南省
37,37,37,2018-09-07T09:00:00Z,克州,108.0,轻度污染,颗粒物(PM10),79.0,60.0,163.0,137.0,1.3,1.2,2.0,6.0,95.0,103.0,86.0,86.0,4.0,4.0,新疆维吾尔自治区
38,38,38,2018-09-07T09:00:00Z,克拉玛依,34.0,优,,7.0,9.0,33.0,40.0,0.68,0.66,30.0,19.0,47.0,96.0,63.0,75.0,5.0,9.0,新疆维吾尔自治区
39,39,39,2018-09-07T09:00:00Z,六安,62.0,良,颗粒物(PM10),26.0,40.0,72.0,67.0,0.375,0.575,27.0,30.0,42.0,94.0,47.0,55.0,4.0,4.0,安徽省
40,40,40,2018-09-07T09:00:00Z,六盘水,43.0,优,,12.0,12.0,25.0,25.0,0.5,0.45,15.0,15.0,80.0,93.0,84.0,88.0,12.0,14.0,贵州省
41,41,41,2018-09-07T09:00:00Z,兰州,63.0,良,颗粒物(PM10),22.0,22.0,73.0,58.0,0.66,0.4,42.0,32.0,23.0,88.0,13.0,20.0,12.0,12.0,甘肃省
42,42,42,2018-09-07T09:00:00Z,兴安盟,20.0,优,,8.0,12.0,17.0,24.0,0.267,0.16699999999999998,5.0,8.0,49.0,73.0,39.0,55.0,1.0,2.0,内蒙古自治区
43,43,43,2018-09-07T09:00:00Z,内江,27.0,优,,11.0,9.0,18.0,18.0,0.525,0.5,16.0,14.0,53.0,96.0,52.0,57.0,6.0,5.0,四川省
44,44,44,2018-09-07T09:00:00Z,凉山州,45.0,优,,8.0,13.0,12.0,23.0,0.58,0.7,13.0,11.0,72.0,118.0,89.0,95.0,10.0,16.0,四川省
45,45,45,2018-09-07T09:00:00Z,包头,22.0,优,,10.0,9.0,21.0,28.0,0.333,0.4,15.0,19.0,44.0,65.0,26.0,27.0,7.0,9.0,内蒙古自治区
46,46,46,2018-09-07T09:00:00Z,北京,17.0,优,,5.0,4.0,14.0,24.0,0.342,0.3,12.0,14.0,43.0,78.0,33.0,41.0,2.0,3.0,北京
47,47,47,2018-09-07T09:00:00Z,北海,44.0,优,,25.0,13.0,43.0,29.0,1.05,0.75,16.0,12.0,29.0,82.0,33.0,48.0,7.0,6.0,广西壮族自治区
48,48,48,2018-09-07T09:00:00Z,十堰,49.0,优,,18.0,15.0,48.0,40.0,0.725,0.675,17.0,12.0,31.0,83.0,38.0,52.0,16.0,11.0,湖北省
49,49,49,2018-09-07T09:00:00Z,南京,70.0,良,颗粒物(PM10),48.0,34.0,88.0,66.0,1.125,0.7,33.0,33.0,47.0,114.0,53.0,74.0,13.0,9.0,江苏省
50,50,50,2018-09-07T09:00:00Z,南充,46.0,优,,18.0,14.0,26.0,22.0,0.45,0.45,26.0,19.0,78.0,98.0,90.0,96.0,7.0,9.0,四川省
51,51,51,2018-09-07T09:00:00Z,南宁,29.0,优,,18.0,27.0,28.0,49.0,0.6709999999999999,0.7290000000000001,20.0,28.0,30.0,134.0,19.0,31.0,8.0,6.0,广西壮族自治区
52,52,52,2018-09-07T09:00:00Z,南平,31.0,优,,11.0,16.0,24.0,27.0,0.675,0.575,11.0,8.0,58.0,116.0,61.0,88.0,5.0,4.0,福建省
53,53,53,2018-09-07T09:00:00Z,南昌,44.0,优,,18.0,28.0,43.0,72.0,1.156,1.067,19.0,14.0,52.0,225.0,76.0,99.0,6.0,7.0,江西省
54,54,54,2018-09-07T09:00:00Z,南通,78.0,良,颗粒物(PM2.5),57.0,55.0,72.0,79.0,0.84,0.82,20.0,24.0,69.0,253.0,79.0,90.0,18.0,19.0,江苏省
55,55,55,2018-09-07T09:00:00Z,南阳,50.0,优,颗粒物(PM10),11.0,19.0,49.0,56.0,0.46,0.64,27.0,29.0,54.0,95.0,59.0,65.0,6.0,6.0,河南省
56,56,56,2018-09-07T09:00:00Z,博州,55.0,良,颗粒物(PM2.5),38.0,16.0,24.0,39.0,0.4,0.3,13.0,12.0,28.0,113.0,33.0,47.0,8.0,10.0,新疆维吾尔自治区
57,57,57,2018-09-07T09:00:00Z,即墨,53.0,良,颗粒物(PM10),12.0,19.0,54.0,66.0,0.55,0.6,28.0,31.0,46.0,192.0,30.0,45.0,7.0,8.0,山东省
58,58,58,2018-09-07T09:00:00Z,厦门,42.0,优,,28.0,26.0,41.0,40.0,0.45,0.425,21.0,21.0,49.0,129.0,42.0,44.0,9.0,6.0,福建省
59,59,59,2018-09-07T09:00:00Z,双鸭山,25.0,优,,12.0,11.0,24.0,19.0,0.275,0.4,8.0,8.0,19.0,56.0,17.0,18.0,4.0,4.0,黑龙江省
60,60,60,2018-09-07T09:00:00Z,句容,81.0,良,颗粒物(PM10),45.0,83.0,109.0,88.0,0.8,0.8,20.0,25.0,50.0,163.0,43.0,61.0,5.0,5.0,江苏省
61,61,61,2018-09-07T09:00:00Z,台州,49.0,优,,31.0,32.0,48.0,54.0,0.633,0.6,17.0,12.0,53.0,130.0,53.0,70.0,4.0,6.0,浙江省
62,62,62,2018-09-07T09:00:00Z,合肥,56.0,良,颗粒物(PM10),18.0,34.0,59.0,60.0,0.51,0.71,25.0,32.0,42.0,114.0,42.0,47.0,7.0,6.0,安徽省
63,63,63,2018-09-07T09:00:00Z,吉安,39.0,优,,23.0,21.0,38.0,41.0,0.6,0.65,8.0,7.0,95.0,134.0,52.0,60.0,10.0,11.0,江西省
64,64,64,2018-09-07T09:00:00Z,吉林,31.0,优,,6.0,11.0,30.0,23.0,0.45,0.5670000000000001,13.0,16.0,40.0,99.0,28.0,34.0,7.0,7.0,吉林省
65,65,65,2018-09-07T09:00:00Z,吐鲁番地区,69.0,良,颗粒物(PM10),34.0,29.0,86.0,76.0,0.9,0.65,45.0,26.0,15.0,54.0,23.0,28.0,7.0,9.0,新疆维吾尔自治区
66,66,66,2018-09-07T09:00:00Z,吕梁,39.0,优,,13.0,13.0,38.0,60.0,0.867,0.5670000000000001,21.0,15.0,15.0,86.0,9.0,23.0,12.0,14.0,山西省
67,67,67,2018-09-07T09:00:00Z,吴忠,57.0,良,颗粒物(PM10),19.0,10.0,61.0,51.0,0.4,0.267,17.0,15.0,23.0,105.0,13.0,21.0,13.0,9.0,宁夏回族自治区
68,68,68,2018-09-07T09:00:00Z,吴江,92.0,良,颗粒物(PM2.5),68.0,55.0,94.0,98.0,0.967,0.8,55.0,35.0,50.0,265.0,82.0,129.0,12.0,12.0,江苏省
69,69,69,2018-09-07T09:00:00Z,周口,60.0,良,颗粒物(PM10),4.0,16.0,68.0,72.0,0.55,0.625,24.0,21.0,46.0,170.0,52.0,81.0,14.0,11.0,河南省
70,70,70,2018-09-07T09:00:00Z,呼伦贝尔,24.0,优,,6.0,10.0,18.0,20.0,0.3,0.3,9.0,9.0,48.0,68.0,47.0,48.0,2.0,1.0,内蒙古自治区
71,71,71,2018-09-07T09:00:00Z,呼和浩特,32.0,优,,7.0,6.0,31.0,20.0,0.688,0.65,16.0,17.0,44.0,69.0,18.0,25.0,9.0,8.0,内蒙古自治区
72,72,72,2018-09-07T09:00:00Z,和田地区,136.0,轻度污染,颗粒物(PM10),61.0,61.0,219.0,230.0,0.3,0.35,5.0,10.0,75.0,83.0,71.0,71.0,10.0,19.0,新疆维吾尔自治区
73,73,73,2018-09-07T09:00:00Z,咸宁,58.0,良,颗粒物(PM10),29.0,33.0,63.0,47.0,0.875,0.9,24.0,15.0,50.0,95.0,50.0,55.0,5.0,4.0,湖北省
74,74,74,2018-09-07T09:00:00Z,咸阳,63.0,良,颗粒物(PM10),20.0,27.0,73.0,82.0,0.82,0.82,41.0,38.0,29.0,99.0,25.0,25.0,9.0,9.0,陕西省
75,75,75,2018-09-07T09:00:00Z,哈密地区,65.0,良,颗粒物(PM10),15.0,12.0,77.0,61.0,0.7,0.45,45.0,34.0,27.0,64.0,35.0,35.0,4.0,5.0,新疆维吾尔自治区
76,76,76,2018-09-07T09:00:00Z,哈尔滨,18.0,优,,4.0,6.0,17.0,22.0,0.5,0.5,11.0,18.0,44.0,45.0,20.0,21.0,6.0,6.0,黑龙江省
77,77,77,2018-09-07T09:00:00Z,唐山,40.0,优,,19.0,22.0,39.0,56.0,0.5329999999999999,0.583,27.0,33.0,37.0,93.0,18.0,20.0,19.0,18.0,河北省
78,78,78,2018-09-07T09:00:00Z,商丘,56.0,良,颗粒物(PM10),10.0,17.0,59.0,61.0,0.6,0.65,18.0,19.0,49.0,150.0,49.0,69.0,12.0,6.0,河南省
79,79,79,2018-09-07T09:00:00Z,商洛,61.0,良,颗粒物(PM10),23.0,25.0,69.0,76.0,0.5,0.55,22.0,18.0,29.0,106.0,37.0,53.0,4.0,3.0,陕西省
80,80,80,2018-09-07T09:00:00Z,喀什地区,111.0,轻度污染,颗粒物(PM10),78.0,48.0,169.0,106.0,0.3,0.4,13.0,16.0,85.0,93.0,74.0,78.0,3.0,3.0,新疆维吾尔自治区
81,81,81,2018-09-07T09:00:00Z,嘉兴,70.0,良,颗粒物(PM2.5),50.0,52.0,68.0,78.0,1.167,0.9,43.0,23.0,40.0,254.0,88.0,113.0,4.0,5.0,浙江省
82,82,82,2018-09-07T09:00:00Z,嘉峪关,60.0,良,颗粒物(PM10),10.0,8.0,67.0,40.0,0.4,0.35,31.0,19.0,40.0,83.0,49.0,58.0,3.0,3.0,甘肃省
83,83,83,2018-09-07T09:00:00Z,四平,48.0,优,,16.0,15.0,47.0,29.0,2.4,1.1,23.0,21.0,31.0,93.0,11.0,24.0,4.0,4.0,吉林省
84,84,84,2018-09-07T09:00:00Z,固原,63.0,良,颗粒物(PM10),13.0,15.0,74.0,68.0,0.633,0.5670000000000001,30.0,28.0,27.0,94.0,11.0,26.0,7.0,6.0,宁夏回族自治区
85,85,85,2018-09-07T09:00:00Z,塔城地区,0.0,优,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,新疆维吾尔自治区
86,86,86,2018-07-30T05:00:00Z,大兴安岭地,0.0,优,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
87,87,87,2018-09-07T09:00:00Z,大兴安岭地区,16.0,优,,11.0,10.0,13.0,13.0,0.25,0.2,10.0,6.0,28.0,66.0,27.0,33.0,4.0,4.0,黑龙江省
88,88,88,2018-09-07T09:00:00Z,大同,57.0,良,颗粒物(PM10),19.0,10.0,62.0,37.0,1.6,0.867,22.0,15.0,25.0,87.0,18.0,34.0,19.0,12.0,山西省
89,89,89,2018-09-07T09:00:00Z,大庆,22.0,优,,10.0,11.0,21.0,24.0,0.35,0.375,17.0,18.0,44.0,70.0,34.0,47.0,7.0,5.0,黑龙江省
90,90,90,2018-09-07T09:00:00Z,大理州,28.0,优,,6.0,7.0,27.0,21.0,0.55,0.4,20.0,14.0,25.0,78.0,35.0,48.0,5.0,4.0,云南省
91,91,91,2018-09-07T09:00:00Z,大连,35.0,优,,7.0,21.0,22.0,44.0,0.422,0.667,9.0,15.0,69.0,212.0,68.0,78.0,5.0,8.0,辽宁省
92,92,92,2018-09-07T09:00:00Z,天水,59.0,良,颗粒物(PM10),18.0,18.0,65.0,49.0,0.433,0.3,26.0,19.0,24.0,122.0,28.0,33.0,8.0,8.0,甘肃省
93,93,93,2018-09-07T09:00:00Z,天津,42.0,优,,12.0,12.0,41.0,51.0,0.722,0.594,28.0,31.0,38.0,96.0,24.0,24.0,12.0,8.0,天津
94,94,94,2018-09-07T09:00:00Z,太仓,88.0,良,颗粒物(PM2.5),65.0,65.0,94.0,95.0,1.6,1.25,61.0,45.0,58.0,274.0,52.0,93.0,29.0,21.0,江苏省
95,95,95,2018-09-07T09:00:00Z,太原,52.0,良,颗粒物(PM10),10.0,10.0,51.0,69.0,0.688,0.325,26.0,16.0,29.0,87.0,27.0,42.0,8.0,5.0,山西省
96,96,96,2018-09-07T09:00:00Z,威海,41.0,优,,4.0,16.0,21.0,48.0,0.267,0.467,6.0,9.0,77.0,198.0,80.0,98.0,5.0,7.0,山东省
97,97,97,2018-09-07T09:00:00Z,娄底,48.0,优,,19.0,21.0,36.0,35.0,0.8,1.08,10.0,9.0,93.0,121.0,95.0,100.0,5.0,5.0,湖南省
98,98,98,2018-09-07T09:00:00Z,孝感,50.0,优,颗粒物(PM10),13.0,22.0,49.0,41.0,0.65,0.7,17.0,15.0,56.0,123.0,53.0,53.0,8.0,7.0,湖北省
99,99,99,2018-09-07T09:00:00Z,宁德,38.0,优,,21.0,22.0,37.0,35.0,0.733,0.633,10.0,7.0,40.0,116.0,21.0,25.0,4.0,4.0,福建省
100,100,100,2018-09-07T09:00:00Z,宁波,50.0,优,臭氧8小时,26.0,37.0,38.0,53.0,0.813,0.775,21.0,18.0,106.0,151.0,98.0,98.0,6.0,6.0,浙江省
101,101,101,2018-09-07T09:00:00Z,安庆,42.0,优,,29.0,33.0,40.0,61.0,0.7,0.92,10.0,12.0,63.0,175.0,64.0,90.0,5.0,10.0,安徽省
102,102,102,2018-09-07T09:00:00Z,安康,23.0,优,,9.0,8.0,22.0,19.0,0.5329999999999999,0.467,7.0,9.0,24.0,59.0,23.0,24.0,5.0,6.0,陕西省
103,103,103,2018-09-07T09:00:00Z,安阳,49.0,优,,11.0,17.0,48.0,75.0,1.3,1.02,28.0,28.0,42.0,139.0,26.0,35.0,27.0,21.0,河南省
104,104,104,2018-09-07T09:00:00Z,安顺,43.0,优,,10.0,12.0,16.0,18.0,0.425,0.45,9.0,7.0,79.0,92.0,84.0,85.0,8.0,6.0,贵州省
105,105,105,2018-09-07T09:00:00Z,定西,56.0,良,颗粒物(PM10),18.0,14.0,59.0,52.0,0.25,0.15,30.0,20.0,31.0,99.0,28.0,69.0,10.0,4.0,甘肃省
106,106,106,2018-09-07T09:00:00Z,宜兴,63.0,良,颗粒物(PM2.5),44.0,53.0,62.0,83.0,1.55,1.3,33.0,28.0,55.0,315.0,68.0,103.0,16.0,15.0,江苏省
107,107,107,2018-09-07T09:00:00Z,宜宾,43.0,优,,21.0,17.0,42.0,30.0,0.78,0.6,32.0,27.0,17.0,75.0,19.0,38.0,13.0,10.0,四川省
108,108,108,2018-09-07T09:00:00Z,宜昌,45.0,优,,11.0,16.0,44.0,37.0,0.82,0.82,34.0,24.0,45.0,89.0,50.0,50.0,6.0,7.0,湖北省
109,109,109,2018-09-07T09:00:00Z,宜春,41.0,优,,27.0,39.0,40.0,71.0,0.44,0.8,9.0,13.0,105.0,191.0,79.0,80.0,6.0,15.0,江西省
110,110,110,2018-09-07T09:00:00Z,宝鸡,52.0,良,颗粒物(PM10),15.0,22.0,51.0,69.0,0.563,0.462,30.0,30.0,18.0,110.0,19.0,24.0,5.0,4.0,陕西省
111,111,111,2018-09-07T09:00:00Z,宣城,55.0,良,颗粒物(PM10),37.0,39.0,57.0,76.0,1.0,1.0,20.0,21.0,66.0,168.0,60.0,72.0,9.0,11.0,安徽省
112,112,112,2018-09-07T09:00:00Z,宿州,55.0,良,颗粒物(PM10),15.0,31.0,57.0,53.0,0.333,0.4,27.0,21.0,38.0,159.0,53.0,80.0,13.0,12.0,安徽省
113,113,113,2018-09-07T09:00:00Z,宿迁,58.0,良,颗粒物(PM10),22.0,30.0,63.0,54.0,1.025,0.775,31.0,18.0,47.0,155.0,64.0,88.0,24.0,9.0,江苏省
114,114,114,2018-09-07T09:00:00Z,富阳,71.0,良,臭氧8小时,26.0,54.0,35.0,87.0,1.1,1.2,21.0,15.0,120.0,173.0,124.0,149.0,7.0,13.0,浙江省
115,115,115,2018-09-07T09:00:00Z,寿光,65.0,良,颗粒物(PM10),32.0,24.0,78.0,85.0,1.0,0.65,49.0,32.0,51.0,199.0,28.0,28.0,31.0,21.0,山东省
116,116,116,2018-09-07T09:00:00Z,山南,26.0,优,,10.0,10.0,25.0,30.0,0.35,0.3,9.0,8.0,36.0,105.0,46.0,61.0,3.0,4.0,西藏自治区
117,117,117,2017-08-16T16:00:00Z,山南地区,40.0,优,,5.0,5.0,21.0,14.0,0.45,0.45,6.0,8.0,65.0,117.0,79.0,107.0,4.0,5.0,西藏自治区
118,118,118,2018-09-07T09:00:00Z,岳阳,49.0,优,,23.0,30.0,48.0,44.0,0.733,0.933,10.0,12.0,59.0,115.0,53.0,60.0,10.0,8.0,湖南省
119,119,119,2018-09-07T09:00:00Z,崇左,55.0,良,颗粒物(PM10),24.0,25.0,58.0,57.0,0.65,0.65,14.0,18.0,21.0,92.0,13.0,14.0,11.0,8.0,广西壮族自治区
120,120,120,2018-09-07T09:00:00Z,巴中,27.0,优,,16.0,11.0,26.0,22.0,0.55,0.475,18.0,15.0,33.0,99.0,43.0,55.0,4.0,4.0,四川省
121,121,121,2018-09-07T09:00:00Z,巴彦淖尔,40.0,优,,19.0,14.0,39.0,31.0,0.5670000000000001,0.467,20.0,16.0,35.0,61.0,16.0,17.0,27.0,7.0,内蒙古自治区
122,122,122,2018-09-07T09:00:00Z,常州,70.0,良,颗粒物(PM2.5),50.0,50.0,74.0,79.0,0.967,0.922,46.0,40.0,32.0,171.0,35.0,53.0,16.0,16.0,江苏省
123,123,123,2018-09-07T09:00:00Z,常德,43.0,优,,17.0,26.0,42.0,41.0,0.58,0.82,18.0,19.0,68.0,101.0,48.0,59.0,10.0,10.0,湖南省
