,Unnamed: 0,Unnamed: 0.1,time_point,area,aqi,quality,primary_pollutant,pm2_5,pm2_5_24h,pm10,pm10_24h,co,co_24h,no2,no2_24h,o3,o3_24h,o3_8h,o3_8h_24h,so2,so2_24h,province
249,249,249,2018-09-07T09:00:00Z,瓦房店,28.0,优,,7.0,19.0,26.0,43.0,0.2,0.35,15.0,15.0,50.0,177.0,54.0,64.0,5.0,5.0,辽宁省
250,250,250,2018-09-07T09:00:00Z,甘南州,55.0,良,颗粒物(PM10),21.0,18.0,57.0,39.0,0.7,0.5,27.0,13.0,51.0,155.0,79.0,99.0,13.0,11.0,甘南州
251,251,251,2018-09-07T09:00:00Z,甘孜州,37.0,优,,19.0,13.0,25.0,19.0,0.5,0.3,27.0,9.0,51.0,106.0,73.0,87.0,8.0,11.0,四川省
252,252,252,2017-06-16T17:00:00Z,甘孜藏族自治州,51.0,良,颗粒物(PM10),19.0,14.0,50.0,27.0,0.4,0.5,9.0,19.0,47.0,47.0,41.0,47.0,5.0,8.0,四川省
253,253,253,2018-09-07T09:00:00Z,白城,31.0,优,,17.0,16.0,30.0,25.0,0.25,0.3,6.0,9.0,48.0,77.0,39.0,54.0,5.0,4.0,吉林省
254,254,254,2018-09-07T09:00:00Z,白山,24.0,优,,10.0,11.0,21.0,27.0,0.65,0.85,8.0,14.0,54.0,78.0,46.0,64.0,6.0,7.0,吉林省
255,255,255,2018-09-07T09:00:00Z,白银,41.0,优,,14.0,13.0,39.0,46.0,1.3,0.6,25.0,17.0,49.0,84.0,42.0,42.0,122.0,24.0,甘肃省
256,256,256,2018-09-07T09:00:00Z,百色,30.0,优,,18.0,29.0,29.0,51.0,0.9,0.9,15.0,17.0,33.0,125.0,36.0,36.0,6.0,13.0,广西壮族自治区
257,257,257,2018-09-07T09:00:00Z,益阳,46.0,优,,19.0,18.0,45.0,35.0,0.86,0.92,16.0,11.0,42.0,106.0,52.0,60.0,9.0,8.0,湖南省
258,258,258,2018-09-07T09:00:00Z,盐城,58.0,良,颗粒物(PM10),28.0,35.0,64.0,57.0,0.74,0.84,18.0,19.0,70.0,125.0,76.0,85.0,10.0,11.0,江苏省
259,259,259,2018-09-07T09:00:00Z,盘锦,18.0,优,,4.0,12.0,17.0,25.0,0.4,0.5670000000000001,17.0,25.0,52.0,91.0,30.0,31.0,9.0,15.0,辽宁省
260,260,260,2018-09-07T09:00:00Z,眉山,34.0,优,,18.0,14.0,33.0,27.0,0.525,0.5,18.0,24.0,35.0,96.0,15.0,17.0,7.0,10.0,四川省
261,261,261,2018-09-07T09:00:00Z,石嘴山,33.0,优,,11.0,9.0,32.0,36.0,0.6,0.333,18.0,16.0,30.0,73.0,26.0,44.0,18.0,10.0,宁夏回族自治区
262,262,262,2018-09-07T09:00:00Z,石家庄,40.0,优,,18.0,17.0,39.0,56.0,0.413,0.275,22.0,17.0,40.0,95.0,38.0,47.0,11.0,8.0,河北省
263,263,263,2018-09-07T09:00:00Z,石河子,54.0,良,颗粒物(PM10),20.0,31.0,55.0,71.0,0.8,0.8,60.0,35.0,14.0,143.0,62.0,82.0,7.0,21.0,新疆维吾尔自治区
264,264,264,2018-09-07T09:00:00Z,福州,57.0,良,颗粒物(PM10),28.0,22.0,62.0,45.0,0.6,0.517,24.0,18.0,34.0,142.0,24.0,42.0,5.0,5.0,福建省
265,265,265,2018-09-07T09:00:00Z,秦皇岛,17.0,优,,6.0,12.0,16.0,33.0,0.32,0.42,20.0,26.0,48.0,116.0,33.0,44.0,8.0,12.0,河北省
266,266,266,2018-09-07T09:00:00Z,章丘,55.0,良,颗粒物(PM10),10.0,17.0,58.0,82.0,0.5,0.55,28.0,28.0,33.0,169.0,15.0,17.0,18.0,17.0,山东省
267,267,267,2018-09-07T09:00:00Z,红河州,25.0,优,,7.0,10.0,24.0,20.0,0.5,0.5,17.0,9.0,32.0,88.0,37.0,39.0,12.0,13.0,云南省
268,268,268,2018-09-07T09:00:00Z,绍兴,69.0,良,颗粒物(PM10),30.0,51.0,86.0,77.0,0.767,0.878,20.0,19.0,90.0,170.0,98.0,101.0,6.0,8.0,浙江省
269,269,269,2018-09-07T09:00:00Z,绥化,15.0,优,,10.0,12.0,9.0,15.0,0.35,0.4,4.0,5.0,35.0,37.0,26.0,28.0,5.0,5.0,黑龙江省
270,270,270,2018-09-07T09:00:00Z,绵阳,40.0,优,,22.0,28.0,39.0,48.0,0.55,0.675,17.0,32.0,39.0,108.0,25.0,28.0,5.0,6.0,四川省
271,271,271,2018-09-07T09:00:00Z,聊城,48.0,优,,9.0,13.0,47.0,77.0,0.5,0.433,25.0,23.0,47.0,174.0,40.0,54.0,9.0,9.0,山东省
272,272,272,2018-09-07T09:00:00Z,肇庆,34.0,优,,23.0,34.0,33.0,52.0,0.875,0.775,25.0,29.0,49.0,256.0,49.0,75.0,8.0,10.0,广东省
273,273,273,2018-09-07T09:00:00Z,胶南,58.0,良,颗粒物(PM10),20.0,27.0,63.0,69.0,0.75,0.6,33.0,27.0,54.0,201.0,46.0,70.0,12.0,9.0,山东省
274,274,274,2018-09-07T09:00:00Z,胶州,65.0,良,颗粒物(PM10),24.0,33.0,78.0,81.0,0.65,0.55,31.0,34.0,58.0,195.0,30.0,55.0,15.0,11.0,山东省
275,275,275,2018-09-07T09:00:00Z,自贡,30.0,优,,19.0,21.0,29.0,35.0,0.475,0.375,36.0,30.0,38.0,106.0,34.0,35.0,8.0,9.0,四川省
276,276,276,2018-09-07T09:00:00Z,舟山,49.0,优,,26.0,29.0,44.0,50.0,0.833,0.8,15.0,12.0,103.0,176.0,96.0,113.0,5.0,5.0,浙江省
277,277,277,2018-09-07T09:00:00Z,芜湖,54.0,良,"颗粒物(PM2.5),颗粒物(PM10)",37.0,40.0,55.0,62.0,0.875,1.0,25.0,36.0,47.0,149.0,51.0,66.0,8.0,10.0,安徽省
278,278,278,2018-09-07T09:00:00Z,苏州,72.0,良,颗粒物(PM10),51.0,50.0,92.0,86.0,1.037,0.725,56.0,32.0,38.0,234.0,63.0,92.0,10.0,7.0,江苏省
279,279,279,2018-09-07T09:00:00Z,茂名,34.0,优,,16.0,16.0,33.0,31.0,0.875,0.525,14.0,11.0,45.0,93.0,44.0,52.0,12.0,10.0,广东省
280,280,280,2018-09-07T09:00:00Z,荆州,54.0,良,颗粒物(PM10),16.0,20.0,55.0,43.0,0.8,0.967,34.0,29.0,54.0,109.0,38.0,42.0,13.0,12.0,湖北省
281,281,281,2018-09-07T09:00:00Z,荆门,69.0,良,颗粒物(PM10),30.0,22.0,85.0,56.0,0.74,0.78,37.0,30.0,35.0,87.0,47.0,52.0,9.0,9.0,湖北省
282,282,282,2018-09-07T09:00:00Z,荣成,38.0,优,,13.0,26.0,24.0,48.0,0.4,0.8,13.0,17.0,78.0,225.0,75.0,79.0,7.0,11.0,山东省
283,283,283,2018-09-07T09:00:00Z,莆田,49.0,优,,32.0,28.0,48.0,46.0,0.66,0.58,15.0,12.0,56.0,134.0,34.0,47.0,15.0,9.0,福建省
284,284,284,2018-09-07T09:00:00Z,莱州,34.0,优,,8.0,13.0,32.0,50.0,0.65,0.8,13.0,15.0,80.0,210.0,66.0,79.0,7.0,8.0,山东省
285,285,285,2018-09-07T09:00:00Z,莱芜,42.0,优,,11.0,17.0,41.0,75.0,0.7,0.6,16.0,16.0,44.0,170.0,38.0,49.0,10.0,10.0,山东省
286,286,286,2018-09-07T09:00:00Z,莱西,42.0,优,,7.0,22.0,41.0,63.0,0.4,0.55,7.0,16.0,80.0,207.0,47.0,64.0,6.0,8.0,山东省
287,287,287,2018-09-07T09:00:00Z,菏泽,67.0,良,颗粒物(PM10),11.0,14.0,81.0,80.0,0.6,0.6,27.0,25.0,47.0,197.0,45.0,59.0,15.0,10.0,山东省
288,288,288,2018-09-07T09:00:00Z,萍乡,40.0,优,,23.0,32.0,39.0,58.0,0.64,0.82,11.0,11.0,95.0,185.0,61.0,71.0,6.0,12.0,江西省
289,289,289,2018-09-07T09:00:00Z,营口,26.0,优,,11.0,21.0,15.0,32.0,0.175,0.575,13.0,21.0,59.0,94.0,50.0,53.0,4.0,5.0,辽宁省
290,290,290,2018-09-07T09:00:00Z,葫芦岛,25.0,优,,4.0,9.0,24.0,27.0,0.4,0.525,14.0,21.0,50.0,81.0,36.0,44.0,9.0,15.0,辽宁省
291,291,291,2018-09-07T09:00:00Z,蓬莱,33.0,优,,8.0,21.0,26.0,49.0,0.5,0.65,6.0,10.0,58.0,184.0,65.0,79.0,8.0,7.0,山东省
292,292,292,2018-09-07T09:00:00Z,蚌埠,55.0,良,颗粒物(PM10),12.0,31.0,58.0,57.0,0.417,0.583,29.0,28.0,43.0,140.0,56.0,63.0,13.0,13.0,安徽省
293,293,293,2018-09-07T09:00:00Z,衡水,39.0,优,,12.0,19.0,38.0,61.0,0.5329999999999999,0.3670000000000001,16.0,20.0,47.0,123.0,41.0,57.0,10.0,9.0,河北省
294,294,294,2018-09-07T09:00:00Z,衡阳,39.0,优,,19.0,31.0,33.0,54.0,0.7170000000000001,0.8170000000000001,14.0,13.0,76.0,128.0,76.0,78.0,12.0,10.0,湖南省
295,295,295,2018-09-07T09:00:00Z,衢州,83.0,良,颗粒物(PM10),58.0,41.0,114.0,77.0,0.933,0.8,52.0,33.0,37.0,165.0,33.0,54.0,23.0,11.0,浙江省
296,296,296,2018-09-07T09:00:00Z,襄阳,49.0,优,,10.0,13.0,48.0,39.0,0.575,0.6,37.0,23.0,44.0,92.0,45.0,59.0,12.0,13.0,湖北省
297,297,297,2018-09-07T09:00:00Z,西双版纳州,43.0,优,,15.0,11.0,42.0,27.0,0.75,0.55,11.0,11.0,5.0,58.0,4.0,5.0,6.0,6.0,云南省
298,298,298,2018-09-07T09:00:00Z,西宁,53.0,良,颗粒物(PM10),14.0,18.0,53.0,46.0,0.95,0.775,24.0,24.0,27.0,95.0,42.0,62.0,10.0,11.0,青海省
299,299,299,2018-09-07T09:00:00Z,西安,47.0,优,,10.0,22.0,46.0,74.0,0.625,0.767,36.0,44.0,31.0,107.0,21.0,23.0,9.0,9.0,陕西省
300,300,300,2018-09-07T09:00:00Z,许昌,76.0,良,颗粒物(PM10),23.0,19.0,100.0,81.0,0.9,0.833,37.0,30.0,41.0,146.0,37.0,63.0,18.0,13.0,河南省
301,301,301,2018-09-07T09:00:00Z,诸暨,77.0,良,臭氧8小时,20.0,57.0,19.0,87.0,0.9,1.0,15.0,15.0,116.0,205.0,131.0,176.0,5.0,8.0,浙江省
302,302,302,2018-09-07T09:00:00Z,贵港,52.0,良,颗粒物(PM10),29.0,23.0,51.0,43.0,0.85,0.65,20.0,14.0,35.0,110.0,36.0,38.0,17.0,10.0,广西壮族自治区
303,303,303,2018-09-07T09:00:00Z,贵阳,45.0,优,,14.0,16.0,26.0,33.0,0.4,0.43,13.0,11.0,80.0,98.0,88.0,90.0,5.0,4.0,贵州省
304,304,304,2018-09-07T09:00:00Z,贺州,51.0,良,颗粒物(PM10),29.0,30.0,50.0,46.0,1.0,0.7,16.0,15.0,16.0,93.0,11.0,27.0,41.0,27.0,广西壮族自治区
305,305,305,2018-09-07T09:00:00Z,资阳,28.0,优,,13.0,15.0,27.0,27.0,0.42,0.42,17.0,17.0,67.0,97.0,53.0,53.0,5.0,6.0,四川省
306,306,306,2018-09-07T09:00:00Z,赣州,31.0,优,,17.0,22.0,24.0,37.0,1.04,1.02,13.0,11.0,65.0,150.0,61.0,64.0,10.0,7.0,江西省
307,307,307,2018-09-07T09:00:00Z,赤峰,30.0,优,,7.0,6.0,29.0,21.0,0.375,0.225,15.0,16.0,37.0,61.0,32.0,45.0,6.0,6.0,内蒙古自治区
308,308,308,2018-09-07T09:00:00Z,辽源,20.0,优,,11.0,11.0,13.0,16.0,0.75,0.85,11.0,12.0,46.0,105.0,38.0,53.0,5.0,6.0,吉林省
309,309,309,2018-09-07T09:00:00Z,辽阳,17.0,优,,9.0,15.0,16.0,30.0,0.375,0.65,10.0,19.0,33.0,66.0,15.0,18.0,9.0,8.0,辽宁省
310,310,310,2018-09-07T09:00:00Z,达州,45.0,优,,12.0,9.0,18.0,13.0,0.5,0.32,42.0,22.0,54.0,154.0,88.0,108.0,8.0,6.0,四川省
311,311,311,2018-09-07T09:00:00Z,运城,36.0,优,,15.0,13.0,35.0,47.0,0.72,0.62,15.0,15.0,42.0,123.0,44.0,59.0,13.0,9.0,山西省
312,312,312,2018-09-07T09:00:00Z,连云港,49.0,优,,18.0,27.0,48.0,43.0,0.74,0.62,26.0,21.0,53.0,137.0,59.0,76.0,16.0,14.0,江苏省
313,313,313,2018-09-07T09:00:00Z,迪庆州,20.0,优,,14.0,12.0,18.0,21.0,0.85,0.65,11.0,6.0,18.0,62.0,29.0,44.0,11.0,8.0,西藏自治区
314,314,314,2018-09-07T09:00:00Z,通化,25.0,优,,12.0,8.0,19.0,19.0,0.85,0.75,13.0,16.0,47.0,79.0,49.0,76.0,8.0,5.0,吉林省
315,315,315,2018-09-07T09:00:00Z,通辽,31.0,优,,9.0,14.0,30.0,33.0,0.3,0.233,9.0,9.0,47.0,69.0,47.0,50.0,6.0,6.0,内蒙古自治区
316,316,316,2018-09-07T09:00:00Z,遂宁,40.0,优,,6.0,13.0,13.0,22.0,0.275,0.3,16.0,15.0,69.0,87.0,79.0,79.0,7.0,7.0,四川省
317,317,317,2018-09-07T09:00:00Z,遵义,44.0,优,,12.0,12.0,25.0,24.0,0.467,0.433,13.0,8.0,72.0,96.0,87.0,93.0,5.0,6.0,贵州省
318,318,318,2018-09-07T09:00:00Z,邢台,28.0,优,,11.0,14.0,27.0,54.0,0.35,0.35,15.0,18.0,52.0,115.0,44.0,45.0,3.0,5.0,河北省
319,319,319,2018-09-07T09:00:00Z,那曲地区,74.0,良,颗粒物(PM10),28.0,21.0,95.0,40.0,0.733,0.9,11.0,7.0,38.0,64.0,47.0,51.0,4.0,4.0,西藏自治区
320,320,320,2018-09-07T09:00:00Z,邯郸,37.0,优,,8.0,12.0,36.0,68.0,0.625,0.525,21.0,20.0,50.0,125.0,49.0,50.0,12.0,13.0,河北省
321,321,321,2018-09-07T09:00:00Z,邵阳,41.0,优,,19.0,34.0,37.0,50.0,0.64,0.84,13.0,10.0,80.0,115.0,80.0,86.0,11.0,10.0,湖南省
322,322,322,2018-09-07T09:00:00Z,郑州,58.0,良,颗粒物(PM10),15.0,17.0,63.0,73.0,0.7440000000000001,0.589,38.0,32.0,34.0,142.0,29.0,46.0,14.0,10.0,河南省
323,323,323,2018-09-07T09:00:00Z,郴州,59.0,良,颗粒物(PM10),31.0,16.0,66.0,39.0,1.38,1.42,17.0,16.0,58.0,80.0,56.0,56.0,7.0,15.0,湖南省
324,324,324,2018-09-07T09:00:00Z,鄂尔多斯,19.0,优,,5.0,4.0,15.0,23.0,0.6,0.5,14.0,9.0,41.0,64.0,37.0,41.0,7.0,5.0,内蒙古自治区
325,325,325,2018-09-07T09:00:00Z,鄂州,60.0,良,颗粒物(PM10),24.0,40.0,68.0,64.0,0.733,1.1,18.0,23.0,54.0,87.0,40.0,45.0,4.0,7.0,湖北省
326,326,326,2018-09-07T09:00:00Z,酒泉,53.0,良,颗粒物(PM10),12.0,11.0,53.0,40.0,0.75,0.4,36.0,19.0,25.0,77.0,37.0,56.0,9.0,7.0,甘肃省
327,327,327,2018-09-07T09:00:00Z,重庆,28.0,优,,16.0,17.0,24.0,26.0,0.512,0.5,22.0,20.0,59.0,71.0,55.0,56.0,4.0,4.0,重庆
328,328,328,2018-09-07T09:00:00Z,金华,71.0,良,颗粒物(PM2.5),51.0,52.0,76.0,78.0,0.9,0.733,21.0,21.0,89.0,179.0,122.0,129.0,7.0,9.0,浙江省
329,329,329,2018-09-07T09:00:00Z,金坛,61.0,良,颗粒物(PM2.5),43.0,45.0,56.0,64.0,1.15,1.1,41.0,36.0,57.0,252.0,64.0,86.0,40.0,28.0,江苏省
330,330,330,2018-09-07T09:00:00Z,金昌,31.0,优,,5.0,6.0,30.0,32.0,0.433,0.267,20.0,12.0,37.0,84.0,44.0,54.0,23.0,6.0,甘肃省
331,331,331,2018-09-07T09:00:00Z,钦州,30.0,优,,18.0,13.0,29.0,28.0,0.833,0.767,14.0,14.0,35.0,86.0,24.0,33.0,29.0,13.0,广西壮族自治区
332,332,332,2018-09-07T09:00:00Z,铁岭,55.0,良,颗粒物(PM10),21.0,19.0,57.0,35.0,0.5670000000000001,0.733,16.0,24.0,22.0,78.0,8.0,14.0,7.0,7.0,辽宁省
333,333,333,2018-09-07T09:00:00Z,铜仁地区,42.0,优,,10.0,11.0,16.0,39.0,0.4,0.4,14.0,5.0,62.0,117.0,83.0,103.0,2.0,2.0,贵州省
334,334,334,2018-09-07T09:00:00Z,铜川,34.0,优,,9.0,20.0,33.0,75.0,0.675,0.75,20.0,23.0,48.0,117.0,46.0,51.0,12.0,12.0,陕西省
335,335,335,2018-09-07T09:00:00Z,铜陵,56.0,良,"颗粒物(PM2.5),颗粒物(PM10)",39.0,42.0,60.0,68.0,0.7,0.833,20.0,25.0,38.0,144.0,47.0,57.0,13.0,15.0,安徽省
336,336,336,2018-09-07T09:00:00Z,银川,71.0,良,颗粒物(PM10),28.0,21.0,90.0,52.0,0.743,0.529,31.0,24.0,25.0,82.0,20.0,27.0,20.0,19.0,宁夏回族自治区
337,337,337,2018-09-07T09:00:00Z,锡林郭勒盟,15.0,优,,8.0,7.0,14.0,22.0,0.35,0.3,10.0,12.0,40.0,77.0,28.0,33.0,13.0,12.0,内蒙古自治区
338,338,338,2018-09-07T09:00:00Z,锦州,24.0,优,,5.0,11.0,23.0,33.0,0.44,0.5,13.0,20.0,52.0,90.0,43.0,46.0,15.0,17.0,辽宁省
339,339,339,2018-09-07T09:00:00Z,镇江,67.0,良,颗粒物(PM2.5),48.0,54.0,72.0,79.0,0.85,0.925,31.0,38.0,40.0,157.0,47.0,60.0,7.0,11.0,江苏省
340,340,340,2018-09-07T09:00:00Z,长春,23.0,优,,6.0,8.0,22.0,23.0,0.43,0.48,16.0,21.0,40.0,69.0,22.0,23.0,4.0,4.0,吉林省
341,341,341,2018-09-07T09:00:00Z,长沙,46.0,优,,24.0,30.0,45.0,48.0,0.7,0.71,17.0,12.0,60.0,127.0,74.0,94.0,9.0,7.0,湖南省
342,342,342,2018-09-07T09:00:00Z,长治,41.0,优,,15.0,15.0,40.0,54.0,0.94,0.62,21.0,16.0,48.0,127.0,37.0,52.0,21.0,10.0,山西省
343,343,343,2018-09-07T09:00:00Z,阜新,23.0,优,,4.0,9.0,16.0,26.0,0.275,0.25,13.0,18.0,55.0,77.0,44.0,44.0,5.0,7.0,辽宁省
344,344,344,2018-09-07T09:00:00Z,阜阳,50.0,优,颗粒物(PM10),11.0,22.0,49.0,53.0,0.45,0.467,16.0,16.0,44.0,131.0,54.0,64.0,7.0,6.0,安徽省
345,345,345,2018-09-07T09:00:00Z,防城港,37.0,优,,16.0,11.0,36.0,25.0,1.167,0.7,14.0,11.0,16.0,61.0,14.0,22.0,7.0,7.0,广西壮族自治区
346,346,346,2018-09-07T09:00:00Z,阳江,49.0,优,,21.0,17.0,48.0,35.0,1.233,0.633,27.0,17.0,51.0,110.0,31.0,35.0,8.0,8.0,广东省
347,347,347,2018-09-07T09:00:00Z,阳泉,36.0,优,,16.0,19.0,35.0,46.0,0.383,0.3670000000000001,17.0,20.0,43.0,95.0,35.0,46.0,6.0,7.0,山西省
348,348,348,2018-09-07T09:00:00Z,阿克苏地区,99.0,良,颗粒物(PM10),60.0,40.0,146.0,96.0,0.55,0.5,6.0,6.0,82.0,100.0,83.0,83.0,4.0,4.0,新疆维吾尔自治区
349,349,349,2018-09-07T09:00:00Z,阿勒泰地区,33.0,优,,4.0,5.0,32.0,22.0,0.35,0.45,9.0,5.0,49.0,72.0,56.0,58.0,10.0,9.0,新疆维吾尔自治区
350,350,350,2018-09-07T09:00:00Z,阿坝州,16.0,优,,8.0,9.0,13.0,13.0,0.5329999999999999,0.433,12.0,5.0,37.0,88.0,30.0,30.0,4.0,5.0,四川省
351,351,351,2018-09-07T09:00:00Z,阿拉善盟,36.0,优,,13.0,17.0,27.0,33.0,0.5,0.3670000000000001,6.0,4.0,74.0,85.0,70.0,70.0,7.0,7.0,内蒙古自治区
352,352,352,2018-09-07T09:00:00Z,阿里地区,37.0,优,,5.0,5.0,10.0,13.0,0.4,0.35,7.0,5.0,54.0,94.0,73.0,75.0,3.0,4.0,西藏自治区
353,353,353,2018-09-07T09:00:00Z,陇南,40.0,优,,19.0,18.0,39.0,33.0,0.3,0.25,31.0,20.0,27.0,99.0,27.0,31.0,10.0,13.0,甘肃省
354,354,354,2018-09-07T09:00:00Z,随州,42.0,优,,13.0,13.0,41.0,28.0,0.633,0.633,14.0,10.0,54.0,105.0,53.0,54.0,7.0,5.0,湖北省
355,355,355,2018-09-07T09:00:00Z,雅安,28.0,优,,10.0,10.0,19.0,20.0,0.3,0.275,13.0,10.0,42.0,84.0,54.0,57.0,16.0,15.0,四川省
356,356,356,2018-09-07T09:00:00Z,青岛,59.0,良,颗粒物(PM10),18.0,21.0,65.0,65.0,0.713,0.612,36.0,28.0,39.0,179.0,36.0,56.0,10.0,8.0,山东省
357,357,357,2018-09-07T09:00:00Z,鞍山,24.0,优,,10.0,17.0,23.0,34.0,1.643,1.3,28.0,28.0,37.0,83.0,20.0,25.0,22.0,9.0,辽宁省
358,358,358,2018-09-07T09:00:00Z,韶关,37.0,优,,21.0,23.0,36.0,42.0,1.1,0.96,25.0,22.0,24.0,158.0,14.0,33.0,12.0,10.0,广东省
359,359,359,2018-09-07T09:00:00Z,马鞍山,65.0,良,颗粒物(PM10),44.0,45.0,77.0,77.0,1.62,1.42,35.0,37.0,26.0,125.0,42.0,55.0,29.0,25.0,安徽省
360,360,360,2018-09-07T09:00:00Z,驻马店,51.0,良,颗粒物(PM10),15.0,22.0,50.0,47.0,0.4,0.3670000000000001,22.0,19.0,51.0,128.0,57.0,73.0,15.0,13.0,河南省
361,361,361,2018-09-07T09:00:00Z,鸡西,19.0,优,,10.0,11.0,15.0,21.0,0.375,0.375,7.0,7.0,27.0,72.0,36.0,61.0,3.0,2.0,黑龙江省
362,362,362,2018-09-07T09:00:00Z,鹤壁,26.0,优,,10.0,18.0,25.0,54.0,0.5,0.6,16.0,25.0,63.0,183.0,41.0,45.0,6.0,11.0,河南省
363,363,363,2018-09-07T09:00:00Z,鹤岗,14.0,优,,8.0,10.0,13.0,19.0,0.35,0.375,5.0,5.0,34.0,48.0,20.0,22.0,7.0,7.0,黑龙江省
364,364,364,2018-09-07T09:00:00Z,鹰潭,75.0,良,颗粒物(PM2.5),54.0,43.0,57.0,67.0,0.75,0.6,8.0,8.0,85.0,172.0,99.0,112.0,9.0,12.0,江西省
365,365,365,2018-09-07T09:00:00Z,黄冈,62.0,良,颗粒物(PM10),25.0,39.0,72.0,69.0,0.75,1.0,14.0,17.0,56.0,95.0,44.0,44.0,6.0,5.0,湖北省
366,366,366,2018-09-07T09:00:00Z,黄南州,38.0,优,,18.0,17.0,37.0,41.0,1.2,0.9,22.0,11.0,49.0,95.0,61.0,85.0,12.0,12.0,青海省
367,367,367,2018-09-07T09:00:00Z,黄山,39.0,优,,10.0,34.0,24.0,63.0,0.667,0.833,12.0,13.0,71.0,119.0,77.0,83.0,9.0,11.0,安徽省
368,368,368,2018-09-07T09:00:00Z,黄石,58.0,良,颗粒物(PM10),34.0,46.0,63.0,68.0,0.883,1.317,23.0,31.0,54.0,96.0,39.0,44.0,8.0,12.0,湖北省
369,369,369,2018-09-07T09:00:00Z,黑河,23.0,优,,7.0,7.0,22.0,22.0,0.433,0.467,8.0,7.0,38.0,42.0,39.0,41.0,9.0,7.0,黑龙江省
370,370,370,2018-09-07T09:00:00Z,黔东南州,30.0,优,,9.0,12.0,12.0,18.0,0.65,0.65,19.0,10.0,60.0,72.0,58.0,58.0,5.0,5.0,贵州省
371,371,371,2018-09-07T09:00:00Z,黔南州,33.0,优,,11.0,11.0,18.0,20.0,0.6,0.5,7.0,6.0,66.0,87.0,65.0,68.0,52.0,14.0,贵州省
372,372,372,2018-09-07T09:00:00Z,黔西南州,24.0,优,,9.0,10.0,18.0,22.0,0.7,0.75,11.0,9.0,63.0,67.0,47.0,50.0,9.0,7.0,贵州省
373,373,373,2018-09-07T09:00:00Z,齐齐哈尔,35.0,优,,16.0,9.0,34.0,25.0,0.36,0.32,12.0,8.0,28.0,62.0,28.0,39.0,5.0,4.0,黑龙江省
374,374,374,2018-09-07T09:00:00Z,龙岩,49.0,优,,34.0,17.0,46.0,39.0,0.925,0.625,20.0,18.0,33.0,102.0,28.0,31.0,15.0,8.0,福建省
